时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s
22.925,100,1011,0,395,5000,0.59836,1.41098
22.93139,100,1011,0,385,5000,0.61609,1.41098
22.93732,100,1011,0,386,5000,0.61609,1.41098
22.94765,100,1011,0,387,5000,0.63262,1.41098
22.96129,100,1011,0,388,5000,0.66065,1.41098
22.9649,100,1011,0,400,5000,0.66065,1.41098
22.96966,100,1011,0,400,5000,0.66973,1.41098
22.97594,100,1011,0,400,5000,0.67869,1.41098
22.98201,100,1011,0,400,5000,0.69334,1.41098
22.99225,100,1011,0,400,5000,0.69334,1.41098
23.00576,100,1011,0,400,5000,0.723,1.41098
23.00919,100,1011,0,400,5000,0.73086,1.41098
23.01373,100,1011,0,400,5000,0.73086,1.41098
23.01972,100,1011,0,400,5000,0.74061,1.41098
23.02619,100,1011,0,404,5000,0.74722,1.41098
23.03059,100,1011,0,400,5000,0.74722,1.41098
23.04197,100,1011,0,400,5000,0.76249,1.41098
23.05569,100,1011,0,400,5000,0.78801,1.41098
23.06071,100,1011,0,400,5000,0.79628,1.41098
23.06733,100,1011,0,400,5000,0.80445,1.41098
23.07296,100,1011,0,400,5000,0.81773,1.41098
23.0835,100,1011,0,400,5000,0.81773,1.41098
23.09741,100,1011,0,400,5000,0.84457,1.41098
23.10138,100,1011,0,400,5000,0.8516,1.41098
23.10661,100,1011,0,400,5000,0.86034,1.41098
23.11352,100,1011,0,400,5000,0.86628,1.41098
23.11878,100,1011,0,401,5000,0.86628,1.41098
23.12957,100,1011,0,400,5000,0.87987,1.41098
23.14382,100,1011,0,400,5000,0.90256,1.41098
23.14824,100,1011,0,400,5000,0.90985,1.41098
23.15407,100,1011,0,400,5000,0.91714,1.41098
23.16075,100,1011,0,400,5000,0.91714,1.41098
23.1653,100,1011,0,404,5000,0.92882,1.41098
23.17658,100,1011,0,400,5000,0.94387,1.41098
23.19044,100,1011,0,400,5000,0.95805,1.41098
23.19538,100,1011,0,401,5000,0.96588,1.41098
23.20189,100,1011,0,400,5000,0.97114,1.41098
23.20767,100,1011,0,400,5000,0.97114,1.41098
23.21811,100,1011,0,400,5000,0.98285,1.41098
23.23188,100,1011,0,399,5000,1.00239,1.41098
23.23568,100,1011,0,400,5000,1.00859,1.41098
23.24069,100,1011,0,400,5000,1.00859,1.41098
23.24729,100,1011,0,385,5000,1.01925,1.41098
23.25295,100,1011,0,400,5000,1.01925,1.41098
23.26347,100,1011,0,400,5000,1.03044,1.41098
23.27736,100,1011,0,375,5000,1.0483,1.41098
23.2813,100,1011,0,376,5000,1.0483,1.41098
23.28651,100,1011,0,377,5000,1.05442,1.41098
23.29337,100,1011,0,400,5000,1.05973,1.41098
23.29869,100,1011,0,400,5000,1.06928,1.41098
23.30944,100,1011,0,396,5000,1.06928,1.41098
23.32362,100,1011,0,397,5000,1.08909,1.41098
23.32797,100,1011,0,398,5000,1.09461,1.41098
23.33371,100,1011,0,400,5000,1.09966,1.41098
23.34051,100,1011,0,400,5000,1.09966,1.41098
23.34514,100,1011,0,400,5000,1.10829,1.41098
23.35635,100,1011,0,400,5000,1.11947,1.41098
23.37029,100,1011,0,400,5000,1.13001,1.41012
23.37517,100,1011,0,400,5000,1.12959,1.4097
23.38161,100,1011,0,400,5000,1.13716,1.40889
23.38748,100,1011,0,400,5000,1.13633,1.40806
23.39784,100,1011,0,400,5000,1.14291,1.40597
23.4115,100,1011,0,400,5000,1.15343,1.40261
23.41516,100,1011,0,400,5000,1.15243,1.40162
23.42,100,1011,0,400,5000,1.15576,1.40022
23.42637,100,1011,0,400,5000,1.15782,1.39814
23.43232,100,1011,0,400,5000,1.15574,1.39606
23.44262,100,1011,0,400,5000,1.15896,1.39196
23.4562,100,1011,0,400,5000,1.16795,1.38583
23.45977,100,1011,0,400,5000,1.16624,1.38412
23.46448,100,1011,0,400,5000,1.1681,1.38179
23.47068,100,1011,0,400,5000,1.16874,1.3785
23.47685,100,1011,0,400,5000,1.16527,1.37503
23.48699,100,1011,0,400,5000,1.16563,1.36884
23.50036,100,1011,0,400,5000,1.16995,1.36001
23.50366,100,1011,0,400,5000,1.16774,1.3578
23.50801,100,1011,0,400,5000,1.16821,1.35477
23.51374,100,1011,0,400,5000,1.16807,1.3506
23.52053,100,1011,0,400,5000,1.16561,1.34542
23.52515,100,1011,0,400,5000,1.16201,1.34182
23.53634,100,1011,0,400,5000,1.15914,1.33251
23.55028,100,1011,0,400,5000,1.15711,1.31993
23.55514,100,1011,0,400,5000,1.15613,1.31552
23.56155,100,1011,0,400,5000,1.1534,1.30953
23.56744,100,1011,0,400,5000,1.15312,1.30388
23.57775,100,1011,0,400,5000,1.1427,1.29346
23.59134,100,1011,0,400,5000,1.13922,1.27923
23.59494,100,1011,0,400,5000,1.1383,1.27543
23.59969,100,1011,0,400,5000,1.13317,1.27029
23.60595,100,1011,0,400,5000,1.1318,1.26337
23.61203,100,1011,0,400,5000,1.12492,1.25648
23.6222,100,1011,0,400,5000,1.11824,1.24458
23.63561,100,1011,0,400,5000,1.1106,1.22843
23.63897,100,1011,0,405,5000,1.10652,1.22435
23.64341,100,1011,0,406,5000,1.10382,1.21887
23.64926,100,1011,0,397,5000,1.09912,1.21152
23.65588,100,1011,0,408,5000,1.09068,1.20307
23.66038,100,1011,0,400,5000,1.08927,1.19729
23.67161,100,1011,0,400,5000,1.08003,1.18248
23.68546,100,1011,0,400,5000,1.06637,1.1636
23.69036,100,1011,0,400,5000,1.06239,1.15691
23.69682,100,1011,0,400,5000,1.05533,1.14798
23.70262,100,1011,0,399,5000,1.04722,1.13987
23.71297,100,1011,0,400,5000,1.03657,1.12511
23.72659,100,1011,0,401,5000,1.02362,1.10545
23.73027,100,1011,0,402,5000,1.01833,1.10017
23.73511,100,1011,0,403,5000,1.01341,1.09313
23.74149,100,1011,0,400,5000,1.00623,1.08371
23.74739,100,1011,0,400,5000,1.00099,1.075
23.75765,100,1011,0,400,5000,0.98561,1.05962
23.77117,100,1011,0,400,5000,0.97169,1.03924
23.77471,100,1011,0,400,5000,0.96797,1.03391
23.77937,100,1011,0,400,5000,0.96298,1.02683
23.78551,100,1011,0,395,5000,0.95517,1.01748
23.79172,100,1011,0,385,5000,0.94569,1.008
23.80177,100,1011,0,386,5000,0.93328,0.99251
23.815,100,1011,0,387,5000,0.91788,0.97197
23.81817,100,1011,0,388,5000,0.91298,0.96707
23.82234,100,1011,0,400,5000,0.90805,0.96064
23.82783,100,1011,0,400,5000,0.90137,0.95215
23.83489,100,1011,0,400,5000,0.89159,0.94119
23.8397,100,1011,0,400,5000,0.88415,0.93375
23.85068,100,1011,0,400,5000,0.86979,0.91665
23.86479,100,1011,0,400,5000,0.85209,0.89461
23.86947,100,1011,0,400,5000,0.84625,0.88737
23.87563,100,1011,0,400,5000,0.83802,0.87781
23.88179,100,1011,0,400,5000,0.82851,0.86829
23.89186,100,1011,0,404,5000,0.8152,0.85275
23.90511,100,1011,0,400,5000,0.79898,0.83235
23.9083,100,1011,0,400,5000,0.79516,0.82749
23.91251,100,1011,0,400,5000,0.78877,0.82109
23.91805,100,1011,0,400,5000,0.78165,0.81262
23.92503,100,1011,0,400,5000,0.77195,0.80206
23.92979,100,1011,0,400,5000,0.76478,0.79489
23.94079,100,1011,0,400,5000,0.75017,0.77835
23.95483,100,1011,0,400,5000,0.73214,0.75726
23.95953,100,1011,0,400,5000,0.72618,0.75032
23.9657,100,1011,0,400,5000,0.71809,0.74125
23.97183,100,1011,0,400,5000,0.70978,0.73229
23.9819,100,1011,0,401,5000,0.69676,0.71764
23.99516,100,1011,0,400,5000,0.67951,0.69855
23.99837,100,1011,0,400,5000,0.67563,0.69397
24.0026,100,1011,0,400,5000,0.67048,0.68798
24.00816,100,1011,0,400,5000,0.66335,0.68012
24.01509,100,1011,0,400,5000,0.6536,0.67037
24.01982,100,1011,0,404,5000,0.64834,0.66376
24.03083,100,1011,0,400,5000,0.63307,0.64849
24.04483,100,1011,0,400,5000,0.61626,0.62931
24.04952,100,1011,0,401,5000,0.61055,0.62297
24.05569,100,1011,0,400,5000,0.6029,0.6147
24.06181,100,1011,0,400,5000,0.59473,0.60653
24.07187,100,1011,0,400,5000,0.58238,0.59325
24.08512,100,1011,0,399,5000,0.56693,0.57596
24.08831,100,1011,0,400,5000,0.56281,0.57184
24.09252,100,1011,0,400,5000,0.55782,0.56641
24.09807,100,1011,0,385,5000,0.55129,0.55938
24.10501,100,1011,0,400,5000,0.54286,0.55063
24.10975,100,1011,0,400,5000,0.53692,0.5447
24.12074,100,1011,0,375,5000,0.52416,0.53111
24.13475,100,1011,0,376,5000,0.50817,0.51399
24.13941,100,1011,0,377,5000,0.503,0.50842
24.14555,100,1011,0,400,5000,0.49604,0.50113
24.1517,100,1011,0,400,5000,0.48874,0.49383
24.16172,100,1011,0,396,5000,0.4776,0.48216
24.17492,100,1011,0,397,5000,0.4635,0.46711
24.17805,100,1011,0,398,5000,0.45996,0.46358
24.18218,100,1011,0,400,5000,0.45557,0.45895
24.18762,100,1011,0,400,5000,0.4498,0.45293
24.19469,100,1011,0,400,5000,0.44213,0.4451
24.19953,100,1011,0,400,5000,0.43687,0.43984
24.21045,100,1011,0,400,5000,0.42557,0.42813
24.22452,100,1011,0,400,5000,0.4113,0.41335
24.22911,100,1011,0,400,5000,0.40677,0.40858
24.23516,100,1011,0,400,5000,0.40072,0.40239
24.24142,100,1011,0,400,5000,0.39439,0.39605
24.24571,100,1011,0,400,5000,0.39029,0.39173
24.257,100,1011,0,400,5000,0.37948,0.38053
24.27058,100,1011,0,400,5000,0.36652,0.36738
24.27551,100,1011,0,400,5000,0.36182,0.36267
24.28199,100,1011,0,400,5000,0.35584,0.35655
24.28767,100,1011,0,400,5000,0.35053,0.35125
24.29801,100,1011,0,400,5000,0.34109,0.3417
24.3116,100,1011,0,400,5000,0.32896,0.32939
24.31527,100,1011,0,400,5000,0.32571,0.32614
24.3201,100,1011,0,400,5000,0.32151,0.32189
24.32646,100,1011,0,400,5000,0.3161,0.31637
24.33231,100,1011,0,400,5000,0.31114,0.31132
24.34253,100,1011,0,400,5000,0.3025,0.30268
24.35597,100,1011,0,400,5000,0.29147,0.29151
24.35944,100,1011,0,400,5000,0.2886,0.28864
24.36401,100,1011,0,400,5000,0.28492,0.28496
24.37002,100,1011,0,400,5000,0.28008,0.28011
24.37632,100,1011,0,400,5000,0.27512,0.27515
24.38063,100,1011,0,400,5000,0.2717,0.27173
24.3919,100,1011,0,400,5000,0.26303,0.26306
24.40549,100,1011,0,400,5000,0.25278,0.25281
24.41039,100,1011,0,400,5000,0.24916,0.24918
24.41684,100,1011,0,400,5000,0.24443,0.24446
24.42256,100,1011,0,400,5000,0.24029,0.24032
24.43286,100,1011,0,400,5000,0.23297,0.233
24.44641,100,1011,0,400,5000,0.2236,0.2236
24.45002,100,1011,0,400,5000,0.22113,0.22113
24.45477,100,1011,0,400,5000,0.21788,0.21788
24.46102,100,1011,0,400,5000,0.21369,0.21369
24.467,100,1011,0,400,5000,0.20976,0.20976
24.47712,100,1011,0,400,5000,0.20321,0.20321
24.49044,100,1011,0,400,5000,0.19481,0.19481
24.49374,100,1011,0,400,5000,0.19273,0.19273
24.49808,100,1011,0,400,5000,0.19006,0.19006
24.5038,100,1011,0,400,5000,0.18655,0.18655
24.51048,100,1011,0,400,5000,0.18253,0.18253
24.51506,100,1011,0,400,5000,0.17981,0.17981
24.52614,100,1011,0,400,5000,0.17337,0.17337
24.53996,100,1011,0,400,5000,0.16552,0.16552
24.54469,100,1011,0,400,5000,0.16282,0.16282
24.55092,100,1011,0,400,5000,0.15939,0.15939
24.55693,100,1011,0,400,5000,0.15613,0.15613
24.56703,100,1011,0,400,5000,0.15076,0.15076
24.58032,100,1011,0,400,5000,0.14384,0.14384
24.58358,100,1011,0,400,5000,0.14217,0.14217
24.58788,100,1011,0,400,5000,0.14,0.14
24.59353,100,1011,0,400,5000,0.13713,0.13713
24.60029,100,1011,0,400,5000,0.13381,0.13381
24.60493,100,1011,0,400,5000,0.13157,0.13157
24.61597,100,1011,0,400,5000,0.12634,0.12634
24.62985,100,1011,0,400,5000,0.11997,0.11997
24.63454,100,1011,0,400,5000,0.11783,0.11783
24.64072,100,1011,0,400,5000,0.11505,0.11505
24.64679,100,1011,0,400,5000,0.11239,0.11239
24.65684,100,1011,0,400,5000,0.10803,0.10803
24.67007,100,1011,0,400,5000,0.10245,0.10245
24.67326,100,1011,0,400,5000,0.10115,0.10115
24.67745,100,1011,0,400,5000,0.09943,0.09943
24.68296,100,1011,0,400,5000,0.09723,0.09723
24.68991,100,1011,0,400,5000,0.09451,0.09451
24.69466,100,1011,0,400,5000,0.09265,0.09265
24.70562,100,1011,0,400,5000,0.08854,0.08854
24.7196,100,1011,0,400,5000,0.08348,0.08348
24.72422,100,1011,0,400,5000,0.08184,0.08184
24.73029,100,1011,0,400,5000,0.07971,0.07971
24.7365,100,1011,0,400,5000,0.07749,0.07749
24.74646,100,1011,0,400,5000,0.07401,0.07401
24.75956,100,1011,0,400,5000,0.06976,0.06976
24.76259,100,1011,0,400,5000,0.0688,0.0688
24.76657,100,1011,0,400,5000,0.06755,0.06755
24.7718,100,1011,0,400,5000,0.06593,0.06593
24.77869,100,1011,0,400,5000,0.06385,0.06385
24.78383,100,1011,0,400,5000,0.06231,0.06231
24.79452,100,1011,0,400,5000,0.05923,0.05923
24.80859,100,1011,0,400,5000,0.0553,0.0553
24.81289,100,1011,0,400,5000,0.05409,0.05409
24.81854,100,1011,0,400,5000,0.0526,0.0526
24.82531,100,1011,0,400,5000,0.05078,0.05078
24.82993,100,1011,0,400,5000,0.04961,0.04961
24.84097,100,1011,0,400,5000,0.04687,0.04687
24.85485,100,1011,0,400,5000,0.04359,0.04359
24.85954,100,1011,0,400,5000,0.04252,0.04252
24.86571,100,1011,0,400,5000,0.04112,0.04112
24.87179,100,1011,0,400,5000,0.03978,0.03978
24.88183,100,1011,0,400,5000,0.03755,0.03755
24.89505,100,1011,0,400,5000,0.03485,0.03485
24.89823,100,1011,0,400,5000,0.03419,0.03419
24.90241,100,1011,0,400,5000,0.03337,0.03337
24.90791,100,1011,0,400,5000,0.03233,0.03233
24.91487,100,1011,0,400,5000,0.03097,0.03097
24.91964,100,1011,0,400,5000,0.03011,0.03011
24.93058,100,1011,0,400,5000,0.02819,0.02819
24.94457,100,1011,0,400,5000,0.02588,0.02588
24.94918,100,1011,0,400,5000,0.02511,0.02511
24.95524,100,1011,0,400,5000,0.02414,0.02414
24.96147,100,1011,0,400,5000,0.02316,0.02316
24.96573,100,1011,0,400,5000,0.02251,0.02251
24.97702,100,1011,0,400,5000,0.02087,0.02194
24.99056,100,1011,0,400,5000,0.01904,0.022
24.99548,100,1011,0,400,5000,0.01834,0.022
25.00194,100,1011.3,16,400,5000,0.0175,0.022
25.00763,100,1011.6,16,400,5000,0.01677,0.022
25.01794,100,1011.9,16,400,5000,0.01542,0.02201
25.03151,100,1012.2,16,400,5000,0.01396,0.02209
25.03514,100,1012.5,16,400,5000,0.01356,0.02209
25.03992,100,1012.8,16,400,5000,0.01305,0.02217
25.04622,100,1013.1,16,400,5000,0.01242,0.02217
25.05214,100,1013.4,16,400,5000,0.0118,0.0222
25.06228,100,1013.7,16,400,5000,0.01087,0.02223
25.07564,100,1014,16,400,5000,0.00971,0.02223
25.079,100,1014.3,16,400,5000,0.00944,0.02224
25.08343,100,1014.6,16,400,5000,0.00903,0.02224
25.08925,100,1014.9,16,400,5000,0.00858,0.02224
25.09579,100,1015.2,16,400,5000,0.0081,0.02232
25.10026,100,1015.5,16,400,5000,0.00778,0.02232
25.1114,100,1015.8,16,400,5000,0.00695,0.02239
25.12514,100,1016.1,16,400,5000,0.00611,0.02245
25.12992,100,1016.4,16,400,5000,0.00581,0.02245
25.13621,100,1016.7,16,400,5000,0.00576,0.02245
25.14213,100,1017,16,400,5000,0.00576,0.02251
25.15227,100,1017.3,16,400,5000,0.0059,0.02252
25.16562,100,1017.6,16,400,5000,0.00624,0.02259
25.16898,100,1017.9,16,400,5000,0.00624,0.02259
25.1734,100,1018.2,16,400,5000,0.00631,0.02264
25.1792,100,1018.5,16,400,5000,0.0064,0.02264
25.18575,100,1018.8,16,400,5000,0.0064,0.02274
25.19024,100,1019.1,16,400,5000,0.00658,0.02277
25.20137,100,1019.4,16,400,5000,0.00678,0.02278
25.21512,100,1019.7,16,400,5000,0.00699,0.02287
25.21989,100,1020,16,400,5000,0.00699,0.02287
25.22617,100,1020.3,16,400,5000,0.00717,0.02287
25.2321,100,1020.6,16,400,5000,0.00717,0.02287
25.24224,100,1020.9,16,400,5000,0.00726,0.0229
25.25558,100,1021.2,16,400,5000,0.00755,0.023
25.25892,100,1021.5,16,400,5000,0.00755,0.023
25.26331,100,1021.8,16,400,5000,0.00763,0.02305
25.2691,100,1022.1,16,400,5000,0.00768,0.02305
25.27568,100,1022.4,16,400,5000,0.00768,0.02305
25.28019,100,1022.7,16,400,5000,0.00773,0.02305
25.2913,100,1023,16,400,5000,0.00785,0.0231
25.30507,100,1023.3,16,400,5000,0.00802,0.02313
25.30983,100,1023.6,16,400,5000,0.00812,0.02319
25.31609,100,1023.9,16,400,5000,0.0082,0.02319
25.32204,100,1024.2,16,400,5000,0.0082,0.02331
25.33216,100,1024.5,16,400,5000,0.00836,0.02333
25.34547,100,1024.8,16,400,5000,0.00865,0.02337
25.34878,100,1025.1,16,400,5000,0.00865,0.02345
25.35313,100,1025.4,16,400,5000,0.00869,0.02345
25.35886,100,1025.7,16,400,5000,0.00876,0.02345
25.36552,100,1026,16,400,5000,0.00882,0.02345
25.37008,100,1026.3,16,400,5000,0.00882,0.02345
25.38115,100,1026.6,16,400,5000,0.00897,0.02349
25.39496,100,1026.9,16,400,5000,0.00918,0.02362
25.39969,100,1027.2,16,400,5000,0.00925,0.02362
25.40591,100,1027.5,16,400,5000,0.00932,0.02372
25.41192,100,1027.8,16,400,5000,0.00932,0.02373
25.422,100,1028.1,16,400,5000,0.00946,0.02381
25.43526,100,1028.4,16,400,5000,0.00971,0.02391
25.4385,100,1028.7,16,400,5000,0.0097,0.02389
25.44276,100,1029,16,400,5000,0.00975,0.02395
25.44837,100,1029.3,16,400,5000,0.0098,0.02393
25.45518,100,1029.6,16,400,5000,0.00983,0.02402
25.45985,100,1029.9,16,400,5000,0.00983,0.02406
25.47085,100,1030.2,16,400,5000,0.01,0.02408
25.48476,100,1030.5,16,400,5000,0.0102,0.02409
25.48941,100,1030.8,16,400,5000,0.01018,0.02411
25.49554,100,1031.1,16,400,5000,0.01023,0.0241
25.50167,100,1031.4,16,400,5000,0.0102,0.02415
25.51167,100,1031.7,16,400,5000,0.01022,0.02407
25.52483,100,1032,16,400,5000,0.01037,0.02404
25.52793,100,1032.3,16,400,5000,0.01035,0.02403
25.53201,100,1032.6,16,400,5000,0.01043,0.02403
25.53738,100,1032.9,16,400,5000,0.01047,0.02396
25.54445,100,1033.2,16,400,5000,0.01045,0.02389
25.54935,100,1033.5,16,400,5000,0.01038,0.02382
25.56019,100,1033.8,16,400,5000,0.01039,0.0237
25.5743,100,1034.1,16,400,5000,0.01059,0.02373
25.57882,100,1034.4,16,400,5000,0.01062,0.02375
25.58476,100,1034.7,16,400,5000,0.01066,0.02371
25.59113,100,1035,16,400,5000,0.01062,0.02374
25.5955,100,1035.3,16,400,5000,0.0106,0.02373
25.60671,100,1035.6,16,400,5000,0.0106,0.02364
25.62034,100,1035.9,16,400,5000,0.01063,0.02349
25.62519,100,1036.2,16,400,5000,0.01072,0.02349
25.63156,100,1036.5,16,400,5000,0.01071,0.02358
25.63737,100,1036.8,16,400,5000,0.01068,0.02356
25.64758,100,1037.1,16,400,5000,0.01079,0.0236
25.66103,100,1037.4,16,400,5000,0.01085,0.0235
25.66451,100,1037.7,16,400,5000,0.01082,0.02347
25.66909,100,1038,16,400,5000,0.01091,0.02348
25.67512,100,1038.3,16,400,5000,0.01098,0.02347
25.68138,100,1038.6,16,400,5000,0.01097,0.02359
25.68567,100,1038.9,16,400,5000,0.01109,0.02354
25.69693,100,1039.2,16,400,5000,0.01111,0.02342
25.71049,100,1039.5,16,400,5000,0.01115,0.02336
25.71538,100,1039.8,16,400,5000,0.01109,0.02331
25.72182,100,1040.1,16,400,5000,0.0112,0.02335
25.72754,100,1040.4,16,400,5000,0.01113,0.02329
25.73782,100,1040.7,16,400,5000,0.01124,0.02329
25.75134,100,1041,16,400,5000,0.01136,0.0232
25.75492,100,1041.3,16,400,5000,0.01136,0.0232
25.75962,100,1041.6,16,400,5000,0.01139,0.02315
25.76582,100,1041.9,16,400,5000,0.01135,0.02316
25.77186,100,1042.2,16,400,5000,0.01129,0.02312
25.78192,100,1042.5,16,400,5000,0.01128,0.02301
25.79515,100,1042.8,16,400,5000,0.01139,0.02288
25.79836,100,1043.1,16,400,5000,0.01143,0.02285
25.80257,100,1043.4,16,400,5000,0.01137,0.02284
25.80812,100,1043.7,16,400,5000,0.01142,0.02279
25.81501,100,1044,16,400,5000,0.01142,0.02273
25.81973,100,1044.3,16,400,5000,0.01137,0.02269
25.83069,100,1044.6,16,400,5000,0.01141,0.02258
25.84465,100,1044.9,16,400,5000,0.01142,0.02243
25.84927,100,1045.2,16,400,5000,0.01144,0.02238
25.85535,100,1045.5,16,400,5000,0.01145,0.02235
25.86154,100,1045.8,16,400,5000,0.01138,0.02228
25.8715,100,1046.1,16,400,5000,0.01142,0.02218
25.8846,100,1046.4,16,400,5000,0.01133,0.02207
25.88763,100,1046.7,16,400,5000,0.01136,0.02206
25.89162,100,1047,16,400,5000,0.01136,0.02206
25.89686,100,1047.3,16,400,5000,0.01141,0.02206
25.90376,100,1047.6,16,400,5000,0.01133,0.02198
25.90888,100,1047.9,16,400,5000,0.01141,0.02195
25.91957,100,1048.2,16,400,5000,0.0114,0.02194
25.93364,100,1048.5,16,400,5000,0.01148,0.02179
25.93795,100,1048.8,16,400,5000,0.01146,0.02174
25.94361,100,1049.1,16,400,5000,0.01146,0.02167
25.95035,100,1049.4,16,400,5000,0.01141,0.02161
25.95496,100,1049.7,16,400,5000,0.01148,0.02156
25.966,100,1050,16,400,5000,0.01149,0.02143
25.97985,100,1050.3,16,400,5000,0.01166,0.02143
25.98454,100,1050.6,16,400,5000,0.01163,0.0214
25.99071,100,1050.9,16,400,5000,0.01161,0.02134
25.99678,100,1051.2,16,400,5000,0.01155,0.02127
26.00682,100,1051.5,16,400,5000,0.01149,0.0212
26.02002,100,1051.8,16,400,5000,0.01148,0.02116
26.02319,100,1052.1,16,400,5000,0.01145,0.02113
26.02735,100,1052.4,16,400,5000,0.01138,0.02106
26.03283,100,1052.7,16,400,5000,0.01144,0.02106
26.03981,100,1053,16,400,5000,0.01136,0.02098
26.04459,100,1053.3,16,400,5000,0.01137,0.0209
26.05551,100,1053.6,16,400,5000,0.01139,0.02077
26.06952,100,1053.9,16,400,5000,0.0113,0.02058
26.07411,100,1054.2,16,400,5000,0.01123,0.02051
26.08014,100,1054.5,16,400,5000,0.01136,0.0205
26.08639,100,1054.8,16,400,5000,0.01127,0.02041
26.09068,100,1055.1,16,400,5000,0.01138,0.02036
26.10194,100,1055.4,16,400,5000,0.01126,0.02025
26.1155,100,1055.7,16,400,5000,0.01136,0.02003
26.12039,100,1056,16,400,5000,0.01129,0.01996
26.12683,100,1056.3,16,400,5000,0.01135,0.01989
26.13255,100,1056.6,16,400,5000,0.0113,0.01984
26.14283,100,1056.9,16,400,5000,0.01131,0.01969
26.15635,100,1057.2,16,400,5000,0.01136,0.01949
26.15993,100,1057.5,16,400,5000,0.0113,0.01943
26.16465,100,1057.8,16,400,5000,0.0113,0.01936
26.17085,100,1058.1,16,400,5000,0.01123,0.01928
26.17688,100,1058.4,16,400,5000,0.01115,0.0192
26.18694,100,1058.7,16,400,5000,0.01109,0.01902
26.20019,100,1059,16,400,5000,0.011,0.01881
26.2034,100,1059.3,16,400,5000,0.01096,0.01877
26.20764,100,1059.6,16,400,5000,0.01096,0.0187
26.2132,100,1059.9,16,400,5000,0.01095,0.0186
26.22007,100,1060.2,16,400,5000,0.01084,0.01849
26.22477,100,1060.5,16,400,5000,0.01089,0.01842
26.23574,100,1060.8,16,400,5000,0.01098,0.01833
26.24968,100,1061.1,16,400,5000,0.0109,0.01811
26.25431,100,1061.4,16,400,5000,0.01083,0.01805
26.26041,100,1061.7,16,400,5000,0.01085,0.01796
26.26658,100,1062,16,400,5000,0.0108,0.01791
26.27655,100,1062.3,16,400,5000,0.01087,0.01787
26.28967,100,1062.6,16,400,5000,0.01075,0.01774
26.29272,100,1062.9,16,400,5000,0.01071,0.0177
26.29674,100,1063.2,16,400,5000,0.01065,0.01764
26.30202,100,1063.5,16,400,5000,0.01064,0.01757
26.30897,100,1063.8,16,400,5000,0.01054,0.01747
26.31402,100,1064.1,16,400,5000,0.01054,0.01739
26.32476,100,1064.4,16,400,5000,0.01038,0.01723
26.33889,100,1064.7,16,400,5000,0.01035,0.017
26.34327,100,1065,16,400,5000,0.01029,0.01695
26.34904,100,1065.3,16,400,5000,0.01029,0.0169
26.35564,100,1065.6,16,400,5000,0.01024,0.01683
26.36016,100,1065.9,16,400,5000,0.01019,0.01677
26.37126,100,1066.2,16,400,5000,0.01005,0.01662
26.38503,100,1066.5,16,400,5000,0.00995,0.01646
26.38978,100,1066.8,16,400,5000,0.00991,0.01641
26.39602,100,1067.1,16,400,5000,0.00985,0.01635
26.402,100,1067.4,16,400,5000,0.00979,0.01627
26.4121,100,1067.7,16,400,5000,0.00965,0.01614
26.42539,100,1068,16,400,5000,0.00963,0.01597
26.42868,100,1068.3,16,400,5000,0.00961,0.01593
26.43299,100,1068.6,16,400,5000,0.00955,0.01588
26.43867,100,1068.9,16,400,5000,0.0095,0.01583
26.44539,100,1069.2,16,400,5000,0.00947,0.01575
26.44999,100,1069.5,16,400,5000,0.00951,0.01572
26.46104,100,1069.8,16,400,5000,0.00933,0.01554
26.47488,100,1070.1,16,400,5000,0.00926,0.01536
26.47958,100,1070.4,16,400,5000,0.0092,0.0153
26.48576,100,1070.7,16,400,5000,0.00927,0.01528
26.49182,100,1071,16,400,5000,0.00921,0.01522
26.50186,100,1071.3,16,400,5000,0.00914,0.01513
26.51508,100,1071.6,16,400,5000,0.00914,0.01504
26.51826,100,1071.9,16,400,5000,0.0091,0.015
26.52245,100,1072.2,16,400,5000,0.00905,0.01494
26.52795,100,1072.5,16,400,5000,0.00898,0.01487
26.53489,100,1072.8,16,400,5000,0.00887,0.01476
26.53965,100,1073.1,16,400,5000,0.00887,0.01471
26.55059,100,1073.4,16,400,5000,0.00882,0.01457
26.56457,100,1073.7,16,400,5000,0.00868,0.01438
26.56918,100,1074,16,400,5000,0.00867,0.01437
26.57523,100,1074.3,16,400,5000,0.00862,0.01429
26.58146,100,1074.6,16,400,5000,0.00854,0.01421
26.58572,100,1074.9,16,400,5000,0.00852,0.01418
26.597,100,1075.2,16,400,5000,0.00845,0.01405
26.61054,100,1075.5,16,400,5000,0.00837,0.01385
26.61544,100,1075.8,16,400,5000,0.00839,0.01385
26.6219,100,1076.1,16,400,5000,0.00833,0.01377
26.6276,100,1076.4,16,400,5000,0.00834,0.01376
26.63789,100,1076.7,16,400,5000,0.00823,0.01364
26.65143,100,1077,16,400,5000,0.00829,0.01356
26.65504,100,1077.3,16,400,5000,0.00829,0.01352
26.65978,100,1077.6,16,400,5000,0.00821,0.01344
26.66603,100,1077.9,16,400,5000,0.00819,0.01335
26.672,100,1078.2,16,400,5000,0.00811,0.01327
26.6821,100,1078.5,16,400,5000,0.00801,0.0131
26.6954,100,1078.8,16,400,5000,0.00788,0.01291
26.69868,100,1079.1,16,400,5000,0.00783,0.01286
