时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s,预测最优开度,预测方式
28.38165,100,500,0,400,5000,2.06,7.85,100,直接输出100
28.39164,100,500,0,400,5000,1.97,7.76,100,直接输出100
28.40478,100,500,0,400,5000,1.87,7.65,100,直接输出100
28.40787,100,500,0,400,5000,1.86,7.64,100,直接输出100
28.41193,100,500,0,400,5000,1.82,7.61,100,直接输出100
28.41727,100,500,0,400,5000,1.78,7.56,100,直接输出100
28.42431,100,500,0,400,5000,1.73,7.51,100,直接输出100
28.42925,100,500,0,400,5000,1.69,7.47,100,直接输出100
28.44006,100,500,0,400,5000,1.62,7.4,100,直接输出100
28.45421,100,500,0,400,5000,1.53,7.32,100,直接输出100
28.4587,100,500,0,400,5000,1.5,7.28,100,直接输出100
28.4646,100,500,0,400,5000,1.46,7.24,100,直接输出100
28.47102,100,500,0,400,5000,1.43,7.21,100,直接输出100
28.47542,100,500,0,400,5000,1.41,7.19,100,直接输出100
28.48661,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.50027,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.50509,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.51144,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.51728,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.52747,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.54088,100,500,0,400,5000,1.37,7.16,100,直接输出100
28.54432,100,500,0,400,5000,1.37,7.15,100,直接输出100
28.54884,100,500,0,400,5000,1.34,7.13,100,直接输出100
28.55478,100,500,0,400,5000,1.31,7.1,100,直接输出100
28.56115,100,500,0,400,5000,1.26,7.04,100,直接输出100
28.56551,100,500,0,400,5000,1.23,7.01,100,直接输出100
28.57672,100,500,0,400,5000,1.15,6.94,100,直接输出100
28.59035,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.59519,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.60157,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.60737,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.61759,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.63104,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.63452,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.63911,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.64514,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.65139,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.65568,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.66694,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.6805,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.68539,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.69183,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.69755,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.70783,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.72135,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.72493,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.72964,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.73584,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.74187,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.75194,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.76518,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.76839,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.77262,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.77818,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.78505,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.78976,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.80073,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.81467,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.8193,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.82539,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.83157,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.84153,100,500,0,400,5000,1.08,6.87,100,直接输出100
28.85464,100,500,0,400,5000,0.9,6.87,100,直接输出100
28.85769,100,500,0,400,5000,0.9,6.87,100,直接输出100
28.86169,100,500,0,400,5000,0.89,6.87,100,直接输出100
28.86696,100,500,0,400,5000,0.89,6.87,100,直接输出100
28.87389,100,500,0,400,5000,0.89,6.87,100,直接输出100
28.87896,100,500,0,400,5000,0.89,6.87,100,直接输出100
28.88968,100,500,0,400,5000,0.89,6.87,100,直接输出100
28.90379,100,500,0,400,5000,0.88,6.87,100,直接输出100
28.90814,100,500,0,400,5000,0.86,6.87,100,直接输出100
28.91387,100,500,0,400,5000,0.86,6.87,100,直接输出100
28.92052,100,500,0,400,5000,0.86,6.87,100,直接输出100
28.92508,100,500,0,400,5000,0.86,6.87,100,直接输出100
28.93616,100,500,0,400,5000,0.84,6.87,100,直接输出100
28.94996,100,500,0,400,5000,0.8,6.87,100,直接输出100
28.95469,100,500,0,400,5000,0.79,6.87,100,直接输出100
28.9609,100,500,0,400,5000,0.79,6.87,100,直接输出100
28.96692,100,500,0,400,5000,0.75,6.87,100,直接输出100
28.97699,100,500,0,400,5000,0.69,6.87,100,直接输出100
28.99025,100,500,0,400,5000,0.7,6.87,100,直接输出100
28.99348,100,500,0,400,5000,0.74,6.87,100,直接输出100
28.99773,100,500,0,400,5000,0.74,6.87,100,直接输出100
29.00333,100,500,0,400,5000,0.78,6.87,100,直接输出100
29.01016,100,500,0,400,5000,0.83,6.87,100,直接输出100
29.01483,100,500,0,400,5000,0.83,6.87,100,直接输出100
29.02583,100,500,0,400,5000,0.88,6.87,100,直接输出100
29.03974,100,500,0,400,5000,0.95,6.87,100,直接输出100
29.04439,100,500,0,400,5000,0.96,6.87,100,直接输出100
29.05051,100,500,0,400,5000,1,6.87,100,直接输出100
29.05664,100,500,0,400,5000,1.02,6.87,100,直接输出100
29.06664,100,500,0,400,5000,1.08,6.87,100,直接输出100
29.07978,100,500,0,400,5000,1.1,6.87,100,直接输出100
29.08286,100,500,0,400,5000,1.1,6.87,100,直接输出100
29.08693,100,500,0,400,5000,1.1,6.87,100,直接输出100
29.09227,100,500,0,400,5000,1.1,6.87,100,直接输出100
29.0993,100,500,0,400,5000,1.1,6.87,100,直接输出100
29.10424,100,500,0,400,5000,1.18,6.87,100,直接输出100
29.11505,100,500,0,400,5000,1.18,6.87,100,直接输出100
29.12921,100,500,0,400,5000,1.27,6.87,100,直接输出100
29.13369,100,500,0,400,5000,1.3,6.87,100,直接输出100
29.13959,100,500,0,400,5000,1.35,6.87,100,直接输出100
29.14602,100,500,0,400,5000,1.35,6.87,100,直接输出100
29.15042,100,500,0,400,5000,1.43,6.87,100,直接输出100
29.1616,100,500,0,400,5000,1.47,6.87,100,直接输出100
29.17527,100,500,0,400,5000,1.55,6.87,100,直接输出100
29.18008,100,500,0,400,5000,1.55,6.87,100,直接输出100
29.18642,100,500,0,400,5000,1.63,6.87,100,直接输出100
29.19227,100,500,0,400,5000,1.63,6.87,100,直接输出100
29.20246,100,500,0,400,5000,1.72,6.87,100,直接输出100
29.21587,100,500,0,400,5000,1.9,6.87,100,直接输出100
29.2193,100,500,0,400,5000,1.9,6.87,100,直接输出100
29.22381,100,500,0,400,5000,1.9,6.87,100,直接输出100
29.22975,100,500,0,400,5000,1.94,6.87,100,直接输出100
29.23613,100,500,0,400,5000,1.94,6.87,100,直接输出100
29.24049,100,500,0,400,5000,2.01,6.87,100,直接输出100
29.2517,100,500,0,400,5000,2.16,6.87,100,直接输出100
29.26533,100,500,0,400,5000,2.27,6.87,100,直接输出100
29.27017,100,500,0,400,5000,2.36,6.87,100,直接输出100
29.27654,100,500,0,400,5000,2.41,6.87,100,直接输出100
29.28235,100,500,0,400,5000,2.41,6.87,100,直接输出100
29.29257,100,500,0,400,5000,2.53,6.87,100,直接输出100
29.306,100,500,0,400,5000,2.76,6.87,100,直接输出100
29.30948,100,500,0,400,5000,2.76,6.87,100,直接输出100
29.31405,100,500,0,400,5000,2.82,6.87,100,直接输出100
29.32006,100,500,0,400,5000,2.88,6.87,100,直接输出100
29.32634,100,500,0,400,5000,2.94,6.87,100,直接输出100
29.33064,100,500,0,400,5000,2.94,6.87,100,直接输出100
29.34189,100,500,0,400,5000,3.07,6.87,100,直接输出100
29.35546,100,500,0,400,5000,3.24,6.87,100,直接输出100
29.36035,100,500,0,400,5000,3.24,6.87,100,直接输出100
29.36677,100,500,0,400,5000,3.29,6.87,100,直接输出100
29.37251,100,500,0,400,5000,3.37,6.87,100,直接输出100
29.38277,100,500,0,400,5000,3.37,6.87,100,直接输出100
29.39627,100,500,0,400,5000,3.57,6.87,100,直接输出100
29.39983,100,500,0,400,5000,3.65,6.87,100,直接输出100
29.40451,100,500,0,400,5000,3.65,6.87,100,直接输出100
29.41068,100,500,0,400,5000,3.73,6.85,100,直接输出100
29.41676,100,500,0,400,5000,3.71,6.83,100,直接输出100
29.42678,100,500,0,400,5000,3.84,6.81,100,直接输出100
29.43998,100,500,0,400,5000,3.99,6.81,100,直接输出100
29.44312,100,500,0,400,5000,4.03,6.81,100,直接输出100
29.44727,100,500,0,400,5000,4.1,6.81,100,直接输出100
29.45272,100,500,0,400,5000,4.13,6.81,100,直接输出100
29.45974,100,500,0,400,5000,4.13,6.81,100,直接输出100
29.46454,100,500,0,400,5000,4.24,6.81,100,直接输出100
29.47545,100,500,0,400,5000,4.24,6.81,100,直接输出100
29.48948,100,500,0,400,5000,4.4,6.81,100,直接输出100
29.49404,100,500,0,400,5000,4.46,6.81,100,直接输出100
29.50006,100,500,0,400,5000,4.53,6.81,100,直接输出100
29.50634,100,500,0,400,5000,4.58,6.81,100,直接输出100
29.51064,100,500,0,400,5000,4.58,6.81,100,直接输出100
29.52189,100,500,0,400,5000,4.71,6.81,100,直接输出100
29.53546,100,500,0,400,5000,4.85,6.81,100,直接输出100
29.54034,100,500,0,400,5000,4.91,6.81,100,直接输出100
29.54677,100,500,0,400,5000,4.96,6.81,100,直接输出100
29.55251,100,500,0,400,5000,4.96,6.81,100,直接输出100
29.56277,100,500,0,400,5000,4.96,6.81,100,直接输出100
29.57627,100,500,0,400,5000,5.1,6.81,100,直接输出100
29.57983,100,500,0,400,5000,5.1,6.81,100,直接输出100
29.58451,100,500,0,400,5000,5.12,6.81,100,直接输出100
29.59067,100,500,0,400,5000,5.15,6.81,100,直接输出100
29.59676,100,500,0,400,5000,5.24,6.81,100,直接输出100
29.60679,100,500,0,400,5000,5.24,6.81,100,直接输出100
29.61998,100,500,0,400,5000,5.37,6.81,100,直接输出100
29.62313,100,500,0,400,5000,5.37,6.81,100,直接输出100
29.62727,100,500,0,400,5000,5.37,6.81,100,直接输出100
29.63272,100,500,0,400,5000,5.4,6.81,100,直接输出100
29.63974,100,500,0,400,5000,5.44,6.81,100,直接输出100
29.64454,100,500,0,400,5000,5.44,6.81,100,直接输出100
29.65545,100,500,0,400,5000,5.52,6.81,100,直接输出100
29.66948,100,500,0,400,5000,5.56,6.81,100,直接输出100
29.67405,100,500,0,400,5000,5.59,6.81,100,直接输出100
29.68006,100,500,0,400,5000,5.62,6.81,100,直接输出100
29.68634,100,500,0,400,5000,5.63,6.81,100,直接输出100
29.69064,100,500,0,400,5000,5.63,6.81,100,直接输出100
29.70189,100,500,0,400,5000,5.63,6.81,100,直接输出100
29.71547,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.72035,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.72677,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.73251,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.74277,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.75628,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.75984,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.76452,100,500,0,400,5000,5.69,6.81,100,直接输出100
29.77068,100,500,0,400,5000,5.74,6.81,100,直接输出100
29.77677,100,500,0,400,5000,5.74,6.81,100,直接输出100
29.78679,100,500,0,400,5000,5.77,6.81,100,直接输出100
29.79999,100,500,0,400,5000,5.72,6.76,100,直接输出100
29.80314,100,500,0,400,5000,5.7,6.74,100,直接输出100
29.80729,100,500,0,400,5000,5.7,6.74,100,直接输出100
29.81275,100,500,0,400,5000,5.7,6.74,100,直接输出100
29.81976,100,500,0,400,5000,5.7,6.74,100,直接输出100
29.82455,100,500,0,400,5000,5.75,6.74,100,直接输出100
29.83546,100,500,0,400,5000,5.75,6.74,100,直接输出100
29.84949,100,500,0,400,5000,5.87,6.74,100,直接输出100
29.85406,100,500,0,400,5000,5.91,6.72,100,直接输出100
29.86008,100,500,0,400,5000,5.95,6.72,100,直接输出100
29.86635,100,500,0,400,5000,5.92,6.69,100,直接输出100
29.87065,100,500,0,400,5000,5.95,6.67,100,直接输出100
29.8819,100,500,0,400,5000,6.04,6.65,100,直接输出100
29.89547,100,500,0,400,5000,6.14,6.65,100,直接输出100
29.90036,100,500,0,400,5000,6.19,6.63,100,直接输出100
29.90679,100,500,0,400,5000,6.21,6.6,100,直接输出100
29.91252,100,500,0,400,5000,6.19,6.58,100,直接输出100
29.92279,100,500,0,400,5000,6.25,6.55,100,直接输出100
29.9363,100,500,0,400,5000,6.31,6.49,100,直接输出100
29.93986,100,500,0,400,5000,6.34,6.48,100,直接输出100
29.94455,100,500,0,400,5000,6.32,6.45,100,直接输出100
29.95073,100,500,0,400,5000,6.36,6.44,100,直接输出100
29.95679,100,500,0,400,5000,6.32,6.4,100,直接输出100
29.96683,100,500,0,400,5000,6.25,6.31,100,直接输出100
29.98004,100,500,0,400,5000,6.18,6.21,100,直接输出100
29.98321,100,500,0,400,5000,6.16,6.19,100,直接输出100
29.98738,100,500,0,400,5000,6.16,6.17,100,直接输出100
29.99286,100,500,0,400,5000,6.13,6.13,100,直接输出100
29.99983,100,500,0,400,5000,6.08,6.08,100,直接输出100
30.00461,100,500,0,400,5000,6.04,6.04,100,直接输出100
30.01554,100,500,0,400,5000,5.99,5.99,100,直接输出100
30.02954,100,500,0,400,5000,5.94,5.94,100,直接输出100
30.03413,100,500,0,400,5000,5.94,5.94,100,直接输出100
30.04016,100,500,0,400,5000,5.91,5.91,100,直接输出100
30.04641,100,500,0,400,5000,5.86,5.86,100,直接输出100
30.05069,100,500,0,400,5000,5.84,5.92,100,直接输出100
30.06196,100,500,0,400,5000,5.81,6.11,100,直接输出100
30.07551,100,500,0,400,5000,5.81,6.63,100,直接输出100
30.08041,100,500,0,400,5000,5.81,6.63,100,直接输出100
30.08685,100,500,0,400,5000,5.81,7.09,100,直接输出100
30.09256,100,500,0,400,5000,5.77,7.22,100,直接输出100
30.10284,100,500,0,400,5000,5.69,7.6,100,直接输出100
30.11637,100,500,0,400,5000,5.61,8.08,100,直接输出100
30.11996,100,500,0,400,5000,5.61,8.08,100,直接输出100
30.12468,100,500,0,400,5000,5.61,8.63,100,直接输出100
30.1309,100,500,0,400,5000,5.56,8.63,100,直接输出100
30.13691,100,500,0,400,5000,5.51,9.42,100,直接输出100
30.14698,100,500,0,400,5000,5.44,10.11,100,直接输出100
30.16024,100,500,0,400,5000,5.39,10.55,100,直接输出100
30.16347,100,500,0,400,5000,5.38,11.21,100,直接输出100
30.16772,100,500,0,400,5000,5.34,11.21,100,直接输出100
30.17332,100,500,0,400,5000,5.32,11.21,100,直接输出100
30.18015,100,500,0,400,5000,5.27,12.53,100,直接输出100
30.18482,100,500,0,400,5000,5.24,12.87,100,直接输出100
30.19582,100,500,0,400,5000,5.15,13.87,100,直接输出100
30.20973,100,500,0,400,5000,4.99,14.25,100,直接输出100
30.21438,100,500,0,400,5000,4.98,15.18,100,直接输出100
30.2205,100,500,0,400,5000,4.98,15.18,100,直接输出100
30.22664,100,500,0,400,5000,4.93,16.56,100,直接输出100
30.23663,100,500,0,400,5000,4.86,17.63,100,直接输出100
30.24977,100,500,0,400,5000,4.7,18.77,100,直接输出100
30.25285,100,500,0,400,5000,4.68,18.77,100,直接输出100
30.25691,100,500,0,400,5000,4.65,18.77,100,直接输出100
30.26225,100,500,0,400,5000,4.6,20.2,100,直接输出100
30.26927,100,500,0,400,5000,4.51,20.2,100,直接输出100
30.27422,100,500,0,400,5000,4.45,21.85,100,直接输出100
30.28503,100,500,0,400,5000,4.34,23.36,100,直接输出100
30.29919,100,500,0,400,5000,4.16,25.63,100,直接输出100
30.30367,100,500,0,400,5000,4.11,25.63,100,直接输出100
30.30956,100,500,0,400,5000,4.05,25.63,100,直接输出100
30.316,100,500,0,400,5000,3.98,28.23,100,直接输出100
30.32041,100,500,0,400,5000,3.93,28.96,100,直接输出100
30.33158,100,500,0,400,5000,3.8,30,100,直接输出100
30.34525,100,500,0,400,5000,3.66,32.73,100,直接输出100
30.35007,100,500,0,400,5000,3.63,32.73,100,直接输出100
30.35641,100,500,0,400,5000,3.63,35.23,100,直接输出100
30.36226,100,500,0,400,5000,3.58,35.81,100,直接输出100
30.37245,100,500,0,400,5000,3.49,37.69,100,直接输出100
30.38585,100,500,0,400,5000,3.34,39.94,100,直接输出100
30.38927,100,500,0,400,5000,3.3,39.94,100,直接输出100
30.39377,100,500,0,400,5000,3.3,42.19,100,直接输出100
30.3997,100,500,0,400,5000,3.22,42.19,100,直接输出100
30.40609,100,500,0,400,5000,3.17,45.22,100,直接输出100
30.41047,100,500,0,400,5000,3.12,46.22,100,直接输出100
30.42167,100,500,0,400,5000,3.37,49.04,100,直接输出100
30.43531,100,500,0,400,5000,3.44,50.07,100,直接输出100
30.44015,100,500,0,400,5000,3.48,52.77,100,直接输出100
30.44651,100,500,0,400,5000,3.5,52.77,100,直接输出100
30.45233,100,500,0,400,5000,3.5,56.2,100,直接输出100
30.46254,100,500,0,400,5000,3.61,59.09,100,直接输出100
30.47597,100,500,0,400,5000,3.66,60.59,100,直接输出100
30.47943,100,500,0,400,5000,3.66,63.34,100,直接输出100
30.48399,100,500,0,400,5000,3.68,63.34,100,直接输出100
30.48998,100,500,0,400,5000,3.69,63.34,100,直接输出100
30.49628,100,500,0,400,5000,3.75,68.01,100,直接输出100
30.5006,100,500,0,400,5000,3.75,69.38,100,直接输出100
30.51184,100,500,0,400,5000,3.8,72.84,100,直接输出100
30.52543,100,500,0,400,5000,3.88,75.75,100,直接输出100
30.5303,100,500,0,400,5000,3.89,75.75,100,直接输出100
30.53671,100,500,0,400,5000,3.9,79.64,100,直接输出100
30.54247,100,500,0,400,5000,3.91,81.8,100,直接输出100
30.55272,100,500,0,400,5000,3.91,83.45,100,直接输出100
30.56621,100,500,0,400,5000,3.95,87.11,100,直接输出100
30.56975,100,500,0,400,5000,3.96,87.11,100,直接输出100
30.5744,100,500,0,400,5000,3.96,90.6,100,直接输出100
30.58053,100,500,0,400,5000,3.97,90.6,100,直接输出100
30.58666,100,500,0,400,5000,3.97,95.07,100,直接输出100
30.59665,100,500,0,400,5000,4.07,98.45,100,直接输出100
30.6098,100,500,0,400,5000,4.07,101.96,100,直接输出100
30.6129,100,500,0,400,5000,4.08,101.96,100,直接输出100
30.61697,100,500,0,400,5000,4.14,105.63,100,直接输出100
30.62233,100,500,0,400,5000,4.16,105.63,100,直接输出100
30.62938,100,500,0,400,5000,4.16,105.63,100,直接输出100
30.63429,100,500,0,400,5000,4.18,110.14,100,直接输出100
30.64512,100,500,0,400,5000,4.18,113.92,100,直接输出100
30.65925,100,500,0,400,5000,4.19,119.29,100,直接输出100
30.66375,100,500,0,400,5000,4.24,119.29,100,直接输出100
30.66967,100,500,0,400,5000,4.26,119.29,100,直接输出100
30.67607,100,500,0,400,5000,4.26,124.85,100,直接输出100
30.68046,100,500,0,400,5000,4.26,126.35,100,直接输出100
30.69165,100,500,0,400,5000,4.26,130.44,100,直接输出100
30.7053,100,500,0,400,5000,4.26,131.85,100,直接输出100
30.71013,100,500,0,400,5000,4.26,135.51,100,直接输出100
30.71649,100,500,0,400,5000,4.26,135.51,100,直接输出100
30.72232,100,500,0,400,5000,4.26,139.86,100,直接输出100
30.73252,100,500,0,400,5000,4.27,143.41,100,直接输出100
30.74594,100,500,0,400,5000,4.29,145.27,100,直接输出100
30.7494,100,500,0,400,5000,4.29,148.43,100,直接输出100
30.75394,100,500,0,400,5000,4.29,148.43,100,直接输出100
30.75993,100,500,0,400,5000,4.29,148.43,100,直接输出100
30.76625,100,500,0,400,5000,4.29,153.56,100,直接输出100
30.77058,100,500,0,400,5000,4.29,154.92,100,直接输出100
30.78181,100,500,0,400,5000,4.29,158.6,100,直接输出100
30.79541,100,500,0,400,5000,4.29,159.83,100,直接输出100
30.80027,100,500,0,400,5000,4.29,163.01,100,直接输出100
30.80667,100,500,0,400,5000,4.29,163.01,100,直接输出100
30.81244,100,500,0,400,5000,4.29,166.74,100,直接输出100
30.82269,100,500,0,400,5000,4.29,169.77,100,直接输出100
30.83616,100,500,0,400,5000,4.29,171.3,100,直接输出100
30.83969,100,500,0,400,5000,4.29,173.91,100,直接输出100
30.84432,100,500,0,400,5000,4.29,173.91,100,直接输出100
30.85042,100,500,0,400,5000,4.29,173.91,100,直接输出100
30.85659,100,500,0,400,5000,4.29,177.94,100,直接输出100
30.86656,100,500,0,400,5000,4.29,180.33,100,直接输出100
30.87968,100,500,0,400,5000,4.29,182.56,100,直接输出100
30.88273,100,500,0,400,5000,4.29,182.56,100,直接输出100
30.88675,100,500,0,400,5000,4.29,182.56,100,直接输出100
30.89204,100,500,0,400,5000,4.29,184.79,100,直接输出100
30.899,100,500,0,400,5000,4.29,184.79,100,直接输出100
30.90404,100,500,0,400,5000,4.29,187.32,100,直接输出100
30.91478,100,500,0,400,5000,4.29,189.3,100,直接输出100
30.92892,100,500,0,400,5000,4.29,191.81,100,直接输出100
30.93332,100,500,0,400,5000,4.29,191.81,100,直接输出100
30.9391,100,500,0,400,5000,4.29,191.81,100,直接输出100
30.94568,100,500,0,400,5000,4.29,194.13,100,直接输出100
30.95019,100,500,0,400,5000,4.29,194.7,100,直接输出100
30.9613,100,500,0,400,5000,4.29,195.39,100,直接输出100
30.97506,100,500,0,400,5000,4.29,197.01,100,直接输出100
30.97981,100,500,0,400,5000,4.29,197.01,100,直接输出100
30.98607,100,500,0,400,5000,4.29,198.06,100,直接输出100
30.99203,100,500,0,400,5000,4.29,198.55,100,直接输出100
31.00214,100,500,0,400,5000,4.29,198.84,100,直接输出100
31.01544,100,500,0,400,5000,4.13,199.19,100,直接输出100
31.01874,100,500,0,400,5000,4.11,199.17,100,直接输出100
31.02308,100,500,0,400,5000,4.11,199.38,100,直接输出100
31.02878,100,500,0,400,5000,4.11,199.38,100,直接输出100
31.03546,100,500,0,400,5000,4.03,199.41,100,直接输出100
31.04004,100,500,0,400,5000,4.03,199.41,100,直接输出100
31.0511,100,500,0,400,5000,4.03,199.41,100,直接输出100
31.06493,100,500,0,400,5000,4.03,199.41,100,直接输出100
31.06964,100,500,0,400,5000,4,199.38,100,直接输出100
31.07584,100,500,0,400,5000,3.96,199.35,100,直接输出100
31.08187,100,500,0,400,5000,3.94,199.32,100,直接输出100
31.09193,100,500,0,400,5000,3.89,199.27,100,直接输出100
31.10517,100,500,0,400,5000,3.8,199.19,100,直接输出100
31.10838,100,500,0,400,5000,3.74,199.13,100,直接输出100
31.11261,100,500,0,400,5000,3.73,199.11,100,直接输出100
31.11817,100,500,0,400,5000,3.69,199.08,100,直接输出100
31.12504,100,500,0,400,5000,3.67,199.05,100,直接输出100
31.12975,100,500,0,400,5000,3.63,199.01,100,直接输出100
31.14072,100,500,0,400,5000,3.58,198.96,100,直接输出100
31.15467,100,500,0,400,5000,3.48,198.86,100,直接输出100
31.1593,100,500,0,400,5000,3.44,198.82,100,直接输出100
31.16539,100,500,0,400,5000,3.38,198.76,100,直接输出100
31.17156,100,500,0,400,5000,3.33,198.71,100,直接输出100
31.18153,100,500,0,400,5000,3.25,198.63,100,直接输出100
31.19464,100,500,0,400,5000,3.03,198.41,100,直接输出100
31.19768,100,500,0,400,5000,3,198.38,100,直接输出100
31.20168,100,500,0,400,5000,2.97,198.36,100,直接输出100
31.20695,100,500,0,400,5000,2.93,198.31,100,直接输出100
31.21388,100,500,0,400,5000,2.9,198.28,100,直接输出100
31.21895,100,500,0,400,5000,2.88,198.26,100,直接输出100
31.22967,100,500,0,400,5000,2.78,198.17,100,直接输出100
31.24378,100,500,0,400,5000,2.64,198.02,100,直接输出100
31.24813,100,500,0,400,5000,2.61,197.99,100,直接输出100
31.25385,100,500,0,400,5000,2.57,197.95,100,直接输出100
31.26051,100,500,0,400,5000,2.53,197.92,100,直接输出100
31.26507,100,500,0,400,5000,2.5,197.88,100,直接输出100
31.27614,100,500,0,400,5000,2.42,197.8,100,直接输出100
31.28995,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.29468,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.30089,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.30691,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.31698,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.33023,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.33346,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.33771,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.3433,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.35013,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.35481,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.3658,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.37972,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.38437,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.39048,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.39663,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.40661,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.41975,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.42283,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.42688,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.43221,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.43921,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.44419,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.45498,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.46915,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.47362,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.47949,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.48595,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.49037,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.50154,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.51523,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.52003,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.52636,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.53223,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.5424,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.55579,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.55919,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.56367,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.56956,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.576,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.58041,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.59159,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.60526,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.61007,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.61641,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.62226,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.63245,100,500,0,400,5000,2.37,197.75,100,直接输出100
31.64585,100,500,0,400,5000,2.37,197.75,100,直接输出100
